,address,city,country,description,distanceFromCenter,field1,field8,friendlyUrl,id,lat,long,name,postalCode,province
72,137 Pr\xE9sident-Kennedy Avenue,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'people on a low income, homeless people', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'day centre: Monday to Friday 8h00 to 12h15, breakfast: 8h00 to 9h00, soup kitchen: 11h30 to 12h15, clothing: Friday 9h00, food bags: from the 15th to the 31st of the month, heat stop: Monday to Sunday 20h15 to 5h45', 'WebsiteAddress': 'www.stmichaelsmission.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'stmichaelsmission@gmail.com', 'FeeStructureSource': 'none', 'MetaDescription': ""ST. MICHAEL'S MISSION : Day centre: breakfast, coffee, sandwiches.Soup kitchen.Mobile medical care and social services.Cultural activities.Non-perishable food bags and men's and women's clothing distributions.Heat stop with cages for animals every night f"", 'ApplicationProcess': '', 'Phone1Number': '514 844-8127'}}",0.8702780042881221,18761107,BH-1800.3500; BD-1800.2000; BM-6500.1500-250; LN-5000; YH-6000.3100; BD-5000.8300; FT-3400; BH-1800.8500-185 * YK-6600; BH-1800.8500-185; BM-6500.6500-700,st-michaels-mission-18761107,1738299,45.5095,-73.56793,st. michael's mission,H2X 3P6,QC
73,"50 Sainte-Catherine Street West, Suite 300",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'organizations, private or public enterprises, citizens', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00', 'WebsiteAddress': 'www.cremtl.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@cremtl.qc.ca', 'FeeStructureSource': 'free', 'MetaDescription': ""CONSEIL R\\xC9GIONAL DE L'ENVIRONNEMENT DE MONTR\\xC9AL : Protection of the environment, action and promotion of sustainable development. Themes and issues: green spaces, natural areas, waste, transport, water and air, sustainable development, land use, climate c"", 'ApplicationProcess': '', 'Phone1Number': '514 842-2890'}}",0.8748425540820741,18761981,TD-1600.1800,conseil-regional-de-lenvironnement-de-montreal-18761981,1734584,45.50924,-73.56411,conseil r\xE9gional de l'environnement de montr\xE9al,H2X 3V4,QC
74,"296 Saint-Paul Street West, Suite 400",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'youth 14 to 30 years old', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '', 'WebsiteAddress': 'www.academos.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': 'https://www.youtube.com/embed/sVcIRBx4bcI', 'EmailAddressMain': 'info@academos.qc.ca', 'FeeStructureSource': '', 'MetaDescription': 'ACADEMOS CYBERMENTORAT : School dropout prevention. Virtual mentoring for youth by professionals or students with similar interests.Virtual group discussion.', 'ApplicationProcess': '', 'Phone1Number': '514 332-3006'}}",0.8961823837481641,42810395,PH-1400.5000-100; HH-1600.1600; TJ-1800.3300-800 * YG-8000,academos-cybermentorat-42810395,1739266,45.50157,-73.55576,academos cybermentorat,H2Y 2A3,QC
75,"1425 Ren\xE9-L\xE9vesque Boulevard West, Suite 506",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'people with a neuromuscular disease, their family', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00', 'WebsiteAddress': 'www.muscle.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'infoquebec@muscle.ca', 'FeeStructureSource': 'none', 'MetaDescription': 'MUSCULAR DYSTROPHY CANADA - QU\\xC9BEC DIVISION : Support, information and documentation.Last resort financial aid for equipment or for other needs related to the diagnosis.Financing of scientific and medical research.Symposiums and conferences.Advocacy.Netwo', 'ApplicationProcess': 'on the website', 'Phone1Number': '1 800 567-2873'}}",0.9037983031001441,18760405,LH-0600.1700; LH-2700.1700 * YF-3000.5200; PH-6200.1850; TD-1600.3100-180 * YF-3000.5200; LH-5100; PL-6400.1500-850 * YD-3300; PL-6400.1500-850 * YF-3000.5200; PS-8000.3000 * YF-3000.5200; LH-0600.5000-950; LH-0600.6500-650; LH-0600.6500-700; LH-0600.5000-970,muscular-dystrophy-canada-quebec-division-18760405,1733817,45.49516,-73.57416,muscular dystrophy canada - qu\xE9bec division,H3G 1T7,QC
76,3460 Stanley Street,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'Jewish students attending university or CEGEP', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00', 'WebsiteAddress': 'www.federationcja.org/en/genmtl/hillel-montreal', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'evelyne.himy@federationcja.org', 'FeeStructureSource': '', 'MetaDescription': ""B'NAI B'RITH HILLEL FOUNDATION OF MONTR\\xC9AL : Cultural, religious and social programs. Financial and logistical support to member campus associations."", 'ApplicationProcess': '', 'Phone1Number': '514 345-6484'}}",0.911909805281724,18760545,YR-3500; PS-9800.9900,bnai-brith-hillel-foundation-of-montreal-18760545,1730274,45.50193,-73.57895,b'nai b'rith hillel foundation of montr\xE9al,H3A 1R8,QC
77,3430 Jeanne-Mance Street,Le Plateau-Mont-Royal,Canada,"{'AllFields': {'CoverageArea': 'Le Plateau-Mont-Royal, Ville-Marie', 'Eligibility': 'seniors and people with a loss of autonomy', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '', 'WebsiteAddress': 'ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-du-manoir-de-lage-dor', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': ""CENTRE D'H\\xC9BERGEMENT DU MANOIR-DE-L'\\xC2GE-D'OR : Public housingÂ\xa0centre for seniors and people with a loss of autonomy. Housing and long term care.Day centre with therapeutic services for seniors living at home."", 'ApplicationProcess': '', 'Phone1Number': '514 842-1147'}}",0.912397313670373,18766201,LL-6000; PH-0320.0200 * YB-8000; PH-0320.0200 * YF-3000.0440,centre-dhebergement-du-manoir-de-lage-dor-18766201,1730093,45.50931,-73.57159,centre d'h\xE9bergement du manoir-de-l'\xE2ge-d'or,H2X 2J9,QC
78,906 Saint-Laurent Boulevard,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'homeless men and women 18 years old and over', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h00 to 15h45', 'WebsiteAddress': 'www.oldbrewerymission.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@missionoldbrewery.ca', 'FeeStructureSource': 'none', 'MetaDescription': 'OLD BREWERY MISSION - CAF\\xC9 MISSION : Day centre. Information and referrals.Psychosocial help and support.Caf\\xE9 with access to Internet.', 'ApplicationProcess': '', 'Phone1Number': '514 866-6591'}}",0.938750958585385,18767701,BH-1800.3500; TJ-1800.6650; BH-1800.8500-170,old-brewery-mission-cafe-mission-18767701,1737882,45.50689,-73.55777,old brewery mission - caf\xE9 mission,H2Z 1J2,QC
79,"1434 Sainte-Catherine Street West, Suite 500",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Canada', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.heartandstroke.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'HEART AND STROKE FOUNDATION : Works to prevent diseases, save lives and promote recovery through research, health promotion and public policy.', 'ApplicationProcess': '', 'Phone1Number': '1 800 567-8563'}}",0.9411000191431601,18760717,TD-1200.6600; LH-2700.1700 * YF-3000.3520; LH-2700.1700 * YF-3000.8200,heart-and-stroke-foundation-18760717,1734606,45.4960497,-73.5762575,heart and stroke foundation,H3G 1R4,QC
80,902 Saint-Laurent Boulevard,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'homeless men and women', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'administration: Monday to Friday 8h00 to 16h00, shuttle: from December 1st, Monday to Friday 14h00 to 8h00, Saturday and Sunday 16h00 to 8h00, every night at the closing of Bonaventure metro station', 'WebsiteAddress': 'www.missionoldbrewery.ca/en', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@missionoldbrewery.ca', 'FeeStructureSource': '', 'MetaDescription': 'OLD BREWERY MISSION : Group of pavilions offering shelter, housing, clothing and meals. Job search assistance.Possibility to do community service.Specialized services for homeless adults.Mental health pavilion.Job search terminal.Recovery of food donation', 'ApplicationProcess': '', 'Phone1Number': '514 866-6591'}}",0.944041155974582,18760654,BH-1800.3500; TI-1800.2000; BD-1875.2700; ND-3500; BT-4500.4500-560 * YV-3000; BM-6500.6500-700,old-brewery-mission-18760654,1735793,45.50685,-73.55764,old brewery mission,H2Z 1J8,QC
81,1490 Saint-Antoine Street West,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'men 18 years and over homeless or in need, with or without addiction issues', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '24/7, meal: everyday at 17h00', 'WebsiteAddress': 'www.welcomehallmission.com', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': 'emergency shelter and meals: free', 'MetaDescription': 'WELCOME HALL MISSION - EMERGENCY SHELTER FOR MEN : Emergency shelter: housing, warm meals, clothing, hygiene products, showers, counselling services.Daily soup kitchen.Transition shelter and reintegration program.Transition and socio-professional reintegr', 'ApplicationProcess': '', 'Phone1Number': '514 935-6396'}}",0.9678802291817391,18766143,BD-5000.8300; FT-2700.8500; ND-6500.3050; LN-5000; BH-1800.8500 * YV-3000.3050; RX-8500.6500; BH-8600 * YV-3000.3050; ND-9000 * YF-8000,welcome-hall-mission-emergency-shelter-for-men-18766143,1738536,45.49348,-73.57138,welcome hall mission - emergency shelter for men,H3C 1C3,QC
82,"1439 Sainte-Catherine Street West, Suite 2",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'sponsoring: Greater Montr\\xE9al', 'Eligibility': 'asylum seekers and refugees, potential sponsors', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00', 'WebsiteAddress': 'www.actionr.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': 'https://www.youtube.com/embed/O9qbsM5RoHI', 'EmailAddressMain': 'info@actionr.org', 'FeeStructureSource': '', 'MetaDescription': 'ACTION R\\xC9FUGI\\xC9S MONTR\\xC9AL : Reception, education and advocacy for refugees. Information and support.Sponsoring: contact between refugees and groups or individuals interested in sponsoring them.Pairing between refugee women and Montr\\xE9alÂ\xa0women for intercultu', 'ApplicationProcess': '', 'Phone1Number': '514 935-7799'}}",0.972092210055112,18763574,YH-5000.8400; FT-1010.1800-900; FT-1010.1800-700; FF-3300 * YE-3500.7000; FT-1020 * YE-3500.4000; PH-1400.1000 * YE-3500.4000; FT-1010.1800-800,action-refugies-montreal-18763574,1738923,45.49635,-73.57713,action r\xE9fugi\xE9s montr\xE9al,H3G 1S6,QC
83,"2 Sainte-Catherine Street East, Suite 102",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'people starting an individual, collective or social business, without access to traditional credit or standardized program', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 12h00 and 13h00 to 17h00', 'WebsiteAddress': 'www.microentreprendre.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@microentreprendre.ca', 'FeeStructureSource': '', 'MetaDescription': 'MICROENTREPRENDRE : Promotion and development of microcredit in Qu\\xE9bec. Consolidation and support of a community microcredit network.Information about community microcredit, eligibility, process, etc.List of members.', 'ApplicationProcess': '', 'Phone1Number': '1 877 810-7722'}}",0.980741729247473,18764789,TB-0900.8000-800; TB-0900.8000-600,microentreprendre-18764789,1739108,45.51009,-73.56343,microentreprendre,H2X 1K4,QC
84,66 Sainte-Catherine Street East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'youth 14 to 25 years old homeless or at risk of homelessness, with or without a health insurance card, from Montr\\xE9al or transiting through Montr\\xE9al', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'nursing care without appointment: Monday to Friday 13h00 to 16h30, social services without appointment: Monday 13h00 to 16h00, social services by appointment: Monday to Friday 13h00 to 16h00, showers: Monday to Friday 13h00 to 16h30, other care: by appointment', 'WebsiteAddress': 'ciusss-centresudmtl.gouv.qc.ca/etablissement/clsc-sainte-catherine-et-gmfu-des-faubourgs', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'CLSC DES FAUBOURGS - HOMELESS YOUTH CLINIC : Health care for homeless people under 26 years old. Nursing cares and social services without appointment.Medical and dental care and psychology services by appointment.Peer help.Showers.Specialized street clin', 'ApplicationProcess': '', 'Phone1Number': '514 527-9565 ext. 3682'}}",1.017672107048985,18767393,LV-1600; LN-1500 * YV-3000; RP-5000.6600; BM-6500.6500-710; RP-1400.8000-260,clsc-des-faubourgs-homeless-youth-clinic-18767393,1729699,45.51038,-73.56317,clsc des faubourgs - homeless youth clinic,H2X 1K6,QC
85,66 Sainte-Catherine Street East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'homeless people 26 years old and over', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'nursing and psychosocial services: Monday, Wednesday, Thursday and Friday 8h00 to 12h00, other services: by appointment', 'WebsiteAddress': '', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'CLSC DES FAUBOURGS - HOMELESS CLINIC : Nursing and psychosocial services without appointment for homeless people. Services done by a psycho-educatorÂ\xa0specialized in intellectual disabilities by appointment.Medical services by appointment.Assistance in the', 'ApplicationProcess': '', 'Phone1Number': '514 527-2361 ext. 3625'}}",1.017672107048985,20306432,PH-8000; LN-1500 * YV-3000; FT-3400; RP-5000.6600,clsc-des-faubourgs-homeless-clinic-20306432,1735433,45.51038,-73.56317,clsc des faubourgs - homeless clinic,H2X 1K6,QC
86,66 Sainte-Catherine Street East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Ville-Marie', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h00 to 17h00', 'WebsiteAddress': 'ciusss-centresudmtl.gouv.qc.ca/etablissement/clsc-sainte-catherine-et-gmfu-des-faubourgs', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'CLSC DES FAUBOURGS - SAINTE-CATHERINE : Frontline services for routine health and social services. Â\xa0Support to pregnant women and new parents.Sexual health clinic.Youth clinic: sexual health and psychosocial intervention.Mental health care.SIDEP: HIV/AIDS', 'ApplicationProcess': '', 'Phone1Number': '514 527-2361'}}",1.017672107048985,18766492,LN-1500; RP-5000.6600; BD-1800.8200-250; LF-4900.2400; LF-4900.8000; LH-0600.5000-950; LH-0600.5000-970; LH-2700.0150; LJ-2000.0100-030; LJ-2000.6500; LJ-2000.6750; LJ-5000.0900; LJ-5000.1000; LJ-5000.1500; LJ-5000.5250; LJ-5000.6500; LJ-5000.6600; LJ-8000; LN-7800; LT-2800.3100; LT-3000; PH-6100.1800-250; LJ-5000.6615; PH-6100.1800-900; PH-6100.6800; PN-8100.1400; RF-3300; RP-1400.8000-050; RP-1400.8000-145; RR-5150.2500; RX-8250.0500; RX-8450.7900; RX-8470.1900-610; PH-7000.6000 * YB-8000; LH-2700.1700 * YF-3000.2440; LH-2700.1700 * YF-3000.3800; LH-2700.1700 * YF-3000.4780; LJ-2000.1000-100,clsc-des-faubourgs-sainte-catherine-18766492,1735435,45.51038,-73.56317,clsc des faubourgs - sainte-catherine,H2X 1K6,QC
87,66 Ren\xE9-L\xE9vesque Boulevard East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Le Plateau-Mont-Royal, Ville-Marie', 'Eligibility': 'seniors and people with a loss of autonomy', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '', 'WebsiteAddress': 'ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-paul-emile-leger', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': ""CENTRE D'H\\xC9BERGEMENT PAUL-\\xC9MILE-L\\xC9GER : Public housingÂ\xa0centre for seniors and people with a loss of autonomy. Housing and long term care."", 'ApplicationProcess': '', 'Phone1Number': '514 861-9331'}}",1.022199360268172,18766200,LL-6000,centre-dhebergement-paul-emile-leger-18766200,1730104,45.50955,-73.56046,centre d'h\xE9bergement paul-\xE9mile-l\xE9ger,H2X 1N3,QC
88,400 Place Youville,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Canada', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 7h45 to 16h30, phone service: Monday to Friday 8h00 to 16h00 (automated information system on weekend)', 'WebsiteAddress': 'www.cbsa-asfc.gc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'contact@cbsa.gc.ca', 'FeeStructureSource': '', 'MetaDescription': 'CANADA BORDER SERVICES AGENCY : Access management of persons and merchandises coming in or out of Canada. Border control.Law and regulation enforcement relative to Canadian borders.Collection of applicable fees and taxes on imported goods.Detention and ex', 'ApplicationProcess': '', 'Phone1Number': '1 800 461-9999'}}",1.023457129158367,18763293,TD-0300.2000; FL-0700; BT-8750.1500,canada-border-services-agency-18763293,1733584,45.49948,-73.55451,canada border services agency,H2Y 2C2,QC
89,"20 Queen Street, Suite 301",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'youth 18 to 25 years', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.cybercap.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@cybercap.qc.ca', 'FeeStructureSource': 'employability program: free (conditions apply)', 'MetaDescription': 'CYBERCAP : Socio-professional integration and dropout prevention with digital technology. Information activities on information and communications technologies (ICT).Digital creation workshops for youth aged 11 to 17 years old.Employability program for yo', 'ApplicationProcess': '', 'Phone1Number': '514 861-7700'}}",1.025449671807358,18763408,HH-1600.1600; ND-6500.9800; PL-7400.1500 * YB-9500.0500,cybercap-18763408,1737315,45.49765,-73.55543,cybercap,H3C 1T4,QC
90,111 Normand Street,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'adults 18 years and over with an addiction to alcohol, drugs (except opiates), prescription drugs or gambling, their relatives', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'information: Monday to Thursday 8h30 to 20h30, Friday and Sunday 8h30 to 16h30, admission: by appointment', 'WebsiteAddress': 'www.maisonjeanlapointe.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@maisonjeanlapointe.org', 'FeeStructureSource': 'gambling: free, substance abuse: $2100 for online therapy, variable for internal therapy', 'MetaDescription': 'MAISON JEAN LAPOINTE : Addiction treatment centre. 21-day online treatment program for alcohol or drug dependence: evaluation, follow-ups, meetings, meetings with specialists, online post-treatment for 3 months and monthly follow-up for one year.Alcohol a', 'ApplicationProcess': 'information and application by telephone or e-mail* Alcohol, prescription drugs and other drugs: admission-tox@maisonjeanlapointe.org* Gambling: admission-enjeu@maisonjeanlapointe.org* Family support program: admission-paf@maisonjeanlapointe.org* Awareness programs: Jean-Fran\\xE7ois Poirier, 514 288-2611 ext. 305, prevention@maisonjeanlapointe.org* Offenders: admission on a case-by-case basis and pre-admission interview, if necessary', 'Phone1Number': '1 800 567-9543'}}",1.037922095832654,18761923,RR-5150.5000-250; RP-1400.8000-250; RX-8250.0500; RX-8250.1700; DF-8000.3010; RM-7000.2500; RX-8450.7000 * YB-0500; RX-8450.7000 * YP-1450; RX-8450.8500; RX-8450.8000 * YJ-4840; RX-8450.8000 * YJ-4850; RP-1400.8000-250 * YJ-2470,maison-jean-lapointe-18761923,1736423,45.50004,-73.55415,maison jean lapointe,H2Y 2K6,QC
91,"1 Notre-Dame Street East, Suite 5.10",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al', 'Eligibility': 'victims of crimes, whether or not the perpetrator of the crime is identified, arrested, charged or found guilty, their families, and witnesses of crime', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00', 'WebsiteAddress': 'www.cavacmontreal.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'communication@cavacmontreal.qc.ca', 'FeeStructureSource': 'free', 'MetaDescription': 'CRIME VICTIMS ASSISTANCE CENTRE OF MONTR\\xC9AL - MONTR\\xC9AL COURTHOUSE : Confidential frontline services, adapted to every step of the legal process. Â\xa0Needs assessment.Post-traumatic, psycho and socio-legal intervention.Information about rights and remedies an', 'ApplicationProcess': '', 'Phone1Number': '1 866 532-2822'}}",1.045237083009256,18767990,YH-6000.3100; FN-1900.2500; FN-1900.0500; RP-1400.8000-675 * YF-5000.0500-650,crime-victims-assistance-centre-of-montreal-montreal-courthouse-18767990,1735332,45.5070406,-73.5562322,crime victims assistance centre of montr\xE9al - montr\xE9al courthouse,H2Y 1B6,QC
92,1 Notre-Dame Street East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.justice.gouv.qc.ca/en/join-us/find-a-courthouse/montreal-courthouse', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'MONTR\\xC9AL COURTHOUSE : Administration or court services of Montr\\xE9al. Support to various courts constituting the judicial system of Qu\\xE9bec and some specialized courts.Judicial services: curatorships, tutorships and wills, civil wedding and partnership, divo', 'ApplicationProcess': '', 'Phone1Number': '514 393-2721'}}",1.0483538311903131,18761789,PL-7600.2600; DF-7000.1800; DF-7000.4950,montreal-courthouse-18761789,1736254,45.50733,-73.55648,montr\xE9al courthouse,H2Y 1B6,QC
93,1 Notre-Dame Street East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.justice.gouv.qc.ca/en/join-us/find-a-courthouse/montreal-courthouse', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'COURT OF QU\\xC9BEC - CRIMINAL AND PENAL DIVISION - MONTR\\xC9AL : Court constituting the judicial system of Qu\\xE9bec. Hearing prosecutions under the Criminal Code, the Code of penal Procedure and all other regulatory offence statutes.The Court of Quebec Addiction', 'ApplicationProcess': '', 'Phone1Number': '514 393-2034'}}",1.0483538311903131,18766746,FC-1300.6500-250; FF-0500.2000,court-of-quebec-criminal-and-penal-division-montreal-18766746,1736197,45.50733,-73.55648,court of qu\xE9bec - criminal and penal division - montr\xE9al,H2Y 1B6,QC
94,1 Notre-Dame Street East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.justice.gouv.qc.ca/en/join-us/find-a-courthouse/montreal-courthouse', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': 'SUPERIOR COURT - MONTR\\xC9AL : Court constituting the judicial system of Qu\\xE9bec. Hearing the cases where the amount in dispute is more than $70,000 and administrative, familial and bankruptcy litigations.Hearing jury trial in criminal cases and appeals in su', 'ApplicationProcess': '', 'Phone1Number': '514 393-2326'}}",1.0483538311903131,18766748,FC-1300.8000,superior-court-montreal-18766748,1736205,45.50733,-73.55648,superior court - montr\xE9al,H2Y 1B6,QC
95,1 Notre-Dame Street East,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'any person or legal person if it employed at most 10 people during the 12 months prior to the claim', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.justice.gouv.qc.ca/en/join-us/find-a-courthouse/montreal-courthouse', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'pcmtl@justice.gouv.qc.ca', 'FeeStructureSource': '', 'MetaDescription': 'COURT OF QU\\xC9BEC - SMALL CLAIMS DIVISION - MONTR\\xC9AL : Court hearing cases in which the disputed amount of money is inferior to $15,000 and where people represent themselves, without a lawyer. Free mediation service to parties wishing to resolve their dispu', 'ApplicationProcess': 'mediation: call or send an email to pcmtl.med@justice.gouv.qc.ca', 'Phone1Number': '514 393-2304'}}",1.0483538311903131,18766751,FC-1300.6500-200,court-of-quebec-small-claims-division-montreal-18766751,1731597,45.50733,-73.55648,court of qu\xE9bec - small claims division - montr\xE9al,H2Y 1B6,QC
